"Model","RSS","AIC","s","AIC_difference"
"Null",1798.39065951785,8300.87181109705,0.658926496905354,8187.64229272582
"Model1",113.565741712639,269.84665460998,1.16274378761043,156.617136238749
"Model1_plus",24.1787417574255,140.359467466381,0.539731545914938,27.1299490951497
"Model2",20.7676247443874,127.43279191423,0.500212301246102,14.2032735429988
"Model2_plus",17.1632165968076,113.229518371231,0.45750138740037,0
"Model3",41.7828998837711,186.855602624964,0.709512813368858,73.6260842537328
