"Model","RSS","AIC","s","AIC_difference"
"Null",1187.93334056677,5673.68247075533,0.636522929267981,5626.02703167476
"Model1",50.5597311305674,130.981240965102,1.11047925415844,83.3258018845296
"Model1_plus",11.2878741938592,70.0053337346663,0.531222039119687,22.3498946540941
"Model2",9.07215705950078,60.827535315702,0.47623935839819,13.1720962351298
"Model2_plus",6.321583135037,47.6554390805722,0.402606352728517,0
"Model3",19.5851807569658,93.1491870714628,0.699735320620694,45.4937479908906
