"Model","Parameter","Value"
"Model1","b",0.618767204615517
"Model1_plus","b",0.526259049294943
"Model1_plus","d",2.59672537073507
"Model2","a",2.47965093558628
"Model2","b",0.296988474966388
"Model2_plus","a",188.563049175978
"Model2_plus","b",0.00928285178198732
"Model2_plus","d",-187.871989312101
"Model3","a",4.93885469461455
"Model3","c",0.00758651434035752
