"Model","Parameter","Value"
"Model1","b",0.503844008705728
"Model1_plus","b",0.339909015897549
"Model1_plus","d",2.46028113865133
"Model2","a",2.76948616913997
"Model2","b",0.174998203908071
"Model2_plus","a",284.038705495356
"Model2_plus","b",0.00318388206764775
"Model2_plus","d",-282.065019866671
"Model3","a",4.36100178321789
"Model3","c",0.00377305866132799
