"Model","RSS","AIC","s","AIC_difference"
"Null",11586.7213576637,70193.4390810968,0.462368938800027,70145.3540519689
"Model1",50.4221380893551,130.866786531809,1.1089671979287,82.7817574039213
"Model1_plus",10.3798043378752,66.4829179823555,0.509406623874169,18.3978888544676
"Model2",8.55405320816841,58.3577324835127,0.462440623436361,10.2727033556247
"Model2_plus",6.38657421027895,48.0850291278879,0.404670622956591,0
"Model3",17.1548698298817,87.584560534069,0.654883001571306,39.499531406181
