"Model","RSS","AIC","s","AIC_difference"
"Null",17963.4018099501,62708.0479871745,0.847410885741056,62124.795794322
"Model1",38570.7806237412,81825.4742621742,1.24175992970653,81242.2220693217
"Model1_plus",18372.48667671,63275.3307780191,0.857039974539731,62692.0785851666
"Model2",16949.0458066188,61258.0531722937,0.823170380503075,60674.8009794412
"Model2_plus",14977.2760881029,58166.2626944151,0.773824022493214,57583.0105015626
"Model3",3637.83410617442,583.252192852507,6.50387550491424,0
