"Model","RSS","AIC","s","AIC_difference"
"Null",17504.6088679538,51974.7989405481,0.965472647839754,51844.0294660817
"Model1",144.795590091363,297.555968309898,1.29008415519567,166.786493843505
"Model1_plus",28.3553624480905,156.071364592699,0.574206858926521,25.3018901263053
"Model2",24.5158380604978,143.267645862246,0.53391748840471,12.4981713958528
"Model2_plus",20.7919816015937,130.769474466393,0.49458219565007,0
"Model3",46.2985947401157,199.217363801204,0.733727301381135,68.4478893348102
