"Model","RSS","AIC","s","AIC_difference"
"Null",9064.4134627395,35084.0325455985,0.776019704239027,35018.2310702632
"Model1",130.240223963122,305.719311694032,1.17087562359441,239.917836358745
"Model1_plus",18.1300063385533,118.425335935204,0.439172412449769,52.6238605999181
"Model2",14.2232785584233,95.1272479109659,0.388987755624492,29.3257725756795
"Model2_plus",10.2632527993194,65.8014753352864,0.332201079140223,0
"Model3",34.4576965005184,180.07308078758,0.605451269192836,114.271605452294
