"Model","RSS","AIC","s","AIC_difference"
"Null",1277.0273417391,6854.17128274513,0.558163121495312,6564.90103970222
"Model1",167.333252814116,384.444720815231,1.18581692868415,95.1744777723153
"Model1_plus",2537.36823738977,9672.51364975385,0.786971070188471,9383.24340671094
"Model2",2194.96176971462,9078.31118387773,0.731948454691829,8789.04094083481
"Model2_plus",1688.91544434851,8006.05323491957,0.642131506901349,7716.78299187666
"Model3",74.4553811377212,289.270243042916,0.79434111454203,0
