"vertices" "degree_2nd_moment" "mean_length"
8 3.75 2
8 4.75 2.28571
8 4.25 1.71429
8 4.25 2.71429
8 5 2.28571
8 5 2.85714
8 5.75 2.57143
8 4.25 2.28571
8 5.75 3.85714
8 3.5 1.71429
8 3.5 1.14286
8 5.75 2.57143
8 4.75 2.28571
8 4.75 2.28571
8 4.75 2.42857
8 4.25 2.28571
8 3.75 2
8 4 2.28571
8 5.75 3
8 4 1.71429
8 5.75 2.57143
8 4.25 2
8 4 1.85714
8 4 1.71429
8 4.75 2
8 4.75 2
8 4.25 1.85714
8 4.25 1.85714
8 5 2.85714
8 5 2.28571
8 3.75 1.71429
8 4.25 2
8 4.75 2.28571
8 4.25 1.85714
8 4 1.57143
8 4.75 2
8 4.75 2
8 3.75 1.42857
8 5.75 2.57143
8 3.5 1.42857
8 4.25 2.85714
8 7 3.14286
8 5.75 2.71429
8 4.75 2
8 4.75 2
8 3.75 1.57143
8 4.75 2.14286
8 4.75 2.42857
8 4 1.71429
8 3.75 2.14286
8 4.75 2.71429
8 4.25 2.28571
8 4.75 2.14286
8 4.25 2.14286
8 3.75 1.57143
8 5 2.85714
8 4 1.71429
8 7 3.14286
8 5.75 2.57143
8 4.25 2
8 5.75 2.42857
8 4 2.14286
8 3.75 1.57143
8 4.25 2
8 4.25 2.42857
8 4.25 1.85714
8 4.25 2.14286
8 4.75 2.42857
8 4.25 1.85714
8 4.25 1.71429
8 4 1.57143
8 7 3.14286
8 5.75 2.85714
8 4 2
8 4.25 1.71429
8 5.75 3
8 3.75 1.42857
8 5.75 2.42857
8 5.75 3
8 4 2.57143
8 4 1.57143
8 5 2
8 4.75 2.71429
8 4.75 2.28571
8 4.75 2
8 4.75 2.42857
8 3.75 1.42857
8 5 2.28571
8 4.75 2.28571
8 5 2.57143
8 4.25 2.14286
8 4 2
8 4.25 2.57143
8 4.25 1.71429
8 4.25 1.71429
8 4.25 1.85714
8 5 2
8 4 1.71429
8 3.75 1.71429
8 3.75 1.57143
8 3.75 2
8 4 2
8 4 1.85714
8 3.75 2
8 4 2
8 4.75 2.14286
8 5 2.57143
8 5.75 2.57143
8 4.25 2
8 5 2.28571
8 4.25 3
8 4 1.71429
8 4.25 3
8 4.25 2.42857
8 4 2
8 4.25 2.14286
8 4.75 2.14286
8 4.25 1.57143
8 5.75 2.57143
8 5 2.28571
8 3.75 2.42857
8 4.25 1.71429
8 5.75 2.42857
8 4.25 1.85714
8 5.75 2.71429
8 3.75 1.42857
8 5.75 3
8 4.25 1.57143
8 4.25 2.28571
8 5.75 2.57143
8 4.25 2
8 4.75 2.28571
8 4.25 2.57143
8 4.25 1.57143
9 4.44444 1.875
9 5.55556 2.875
9 4.66667 2.75
9 4.44444 2.75
9 4.22222 2.625
9 4 2.125
9 4.66667 1.875
9 5.55556 2.625
9 4.88889 2.25
9 4.66667 2.375
9 5.55556 2.375
9 4.22222 2
9 4.88889 2.125
9 4.22222 2.625
9 5.77778 2.625
9 4.22222 2.125
9 4.66667 2.625
9 5.55556 2.375
9 4 2
9 4.66667 2.5
9 4 2.875
9 4.88889 2.75
9 4.22222 2
9 4.66667 2
9 4.88889 2.75
9 4.44444 2.875
9 5.77778 2.625
9 5.77778 2.625
9 8 3.625
9 5.55556 2.625
9 4.22222 1.625
9 4.44444 2.5
9 4.66667 2.25
9 4.22222 2.375
9 4.22222 1.75
9 4.22222 2.375
9 4.66667 2
9 4.88889 1.875
9 4.88889 2.375
9 4.88889 2
9 5.55556 2.875
9 4.66667 2.125
9 4.66667 2.5
9 5.55556 2.875
9 4.66667 2.5
9 4.66667 2.25
9 4.22222 2.125
9 4 1.75
9 4 2.375
9 4.88889 2.125
9 4.88889 2.375
9 4 1.875
9 4.88889 2.125
9 4 2
9 4.66667 2.25
9 5.55556 3
9 4.88889 2.5
9 4.22222 1.75
9 4.66667 2.25
9 5.55556 2.25
9 4.22222 1.75
9 4 1.875
9 4.66667 2.5
9 4 1.625
9 4 1.875
9 4.22222 2.25
9 6.66667 3
9 4.22222 2
9 4.44444 1.875
9 3.77778 2
9 4.88889 2.25
9 5.77778 2.625
9 3.77778 1.625
9 4.44444 2.75
9 4.66667 2.75
9 4.66667 2.625
9 5.77778 2.625
9 6.66667 3.25
9 4.44444 2.375
9 4.88889 2.25
9 4.22222 2.125
9 4.22222 2.875
9 4.66667 2.5
9 4.22222 2.375
9 5.77778 3.375
9 5.77778 2.875
9 6.66667 3
9 4.66667 2.375
9 4.88889 2.5
9 4.66667 2.375
9 4.66667 2.5
9 5.33333 2.5
9 4.66667 2
9 4.66667 2.375
9 6.66667 3
9 5.55556 3.625
9 4.88889 2
9 4.22222 1.875
9 4.88889 2.25
9 4.88889 2.75
9 6.66667 3
9 5.55556 2.875
9 4.22222 1.75
9 6.66667 3.125
9 4.66667 2.25
9 4.88889 2.125
9 8 3.625
9 4.88889 2.125
9 4.66667 2
9 5.55556 3
9 4.22222 2.875
9 5.77778 2.875
9 4.66667 2.125
9 4.88889 2.25
9 4.22222 1.625
9 4.22222 1.75
9 4.88889 2.5
9 4.22222 1.75
9 4.88889 2.625
9 4.22222 2.75
9 4 1.5
9 4.22222 2.25
9 3.55556 1.375
9 4.22222 2.25
9 4.22222 1.75
9 6.66667 3.5
9 5.33333 2.5
9 5.33333 2.625
9 4.22222 2
9 4.66667 2.5
9 5.55556 2.625
9 5.55556 2.875
9 4.88889 2.375
9 5.77778 2.625
9 5.55556 2.375
9 5.55556 3
9 6.66667 3.5
9 4.22222 1.875
9 6.66667 2.875
9 6.66667 3
9 6.66667 3
9 3.77778 2.5
9 5.33333 2.5
9 4.88889 2.375
9 4.88889 3.125
9 4.88889 2.375
9 4.66667 2
9 3.55556 1.375
9 5.55556 3.625
9 4.88889 2.5
9 5.77778 2.625
9 4.44444 2.375
9 5.55556 2.5
9 5.33333 2.5
9 5.55556 2.75
9 4.88889 3.375
9 4.22222 1.75
9 8 3.625
9 4.66667 2.5
9 4.22222 1.875
9 4 2.25
9 4.22222 1.625
9 4.22222 2
9 4.44444 2.125
9 4 2.125
9 4.66667 2.25
9 4.22222 2.25
9 4.66667 2.25
9 4.22222 2.25
9 5.55556 2.375
9 4.22222 1.75
9 3.77778 1.375
9 4.44444 1.875
9 4.88889 2.25
9 8 3.625
9 4.66667 2.25
9 5.33333 2.5
9 4.22222 2
9 4.66667 2.5
9 4.44444 2.125
9 4.22222 2.625
9 4 2.75
9 4.44444 1.875
9 6.66667 3.25
9 5.77778 2.625
9 5.55556 3
9 4.88889 2.5
9 4.66667 2.25
9 4 1.75
9 4.22222 2.25
9 4.88889 2.75
9 4.88889 2.375
9 4.66667 2.5
9 4 2.125
9 4.88889 3.25
10 4 1.77778
10 4.8 2.11111
10 5.2 2.22222
10 4.2 1.88889
10 5.2 2.66667
10 4.4 1.77778
10 4.8 2.66667
10 5.2 3.33333
10 4.6 2.22222
10 4.8 2
10 5.6 2.77778
10 4.4 2.33333
10 5.6 2.66667
10 5.4 3.66667
10 6 3
10 4.6 2.55556
10 4.8 3.22222
10 6.6 3.66667
10 4.2 2
10 5.6 2.22222
10 4.6 2.22222
10 4.6 2.55556
10 4.8 2.88889
10 4.6 1.77778
10 5.6 2.44444
10 5.2 3.11111
10 6 2.44444
10 4.2 2.11111
10 6.4 2.88889
10 5.8 2.33333
10 4.8 2.11111
10 5 3.44444
10 5.2 2.22222
10 4.2 2.11111
10 4.4 2.55556
10 3.8 2.11111
10 4.4 2.55556
10 5.4 2.88889
10 4.8 2.66667
10 4.8 2
10 4 1.77778
10 5.6 3.22222
10 5.6 2.55556
10 5.4 2.66667
10 4 2.44444
10 4.4 1.77778
10 4.8 3
10 4.4 2.55556
10 4.2 2.55556
10 5.6 3.55556
10 6.6 2.77778
10 6.6 3.22222
10 4.2 1.66667
10 4 2.22222
10 4 2
10 4.2 2
10 4.8 3
10 7.6 3.88889
10 5.6 2.44444
10 7.6 3.44444
10 6 3.44444
10 6 3.44444
10 4.4 2.44444
10 4.6 2
10 5.6 2.55556
10 6.4 3.44444
10 5.4 2.55556
10 4.4 2.11111
10 6 2.44444
10 5.2 2.66667
10 4.8 2.66667
10 5.6 2.33333
10 5.2 2.66667
10 4 1.88889
10 4.4 1.88889
10 6.4 3.33333
10 4.2 1.66667
10 5.6 3.33333
10 4.6 2
10 4.6 3
10 4.2 3
10 4.4 2.77778
10 5.2 2.66667
10 3.8 1.88889
10 4.2 2
10 4.2 1.55556
10 4.8 2.22222
10 4.4 2
10 4.8 2.77778
10 4.2 1.88889
10 5.6 2.88889
10 4.6 3.11111
10 4.2 2.22222
10 4.2 2
10 4.4 1.88889
10 4.8 2
10 4.2 2.33333
10 4 2.44444
10 4.8 2.55556
10 4.8 2.22222
10 5.6 2.44444
10 5.4 3
10 5 2.55556
10 4.2 1.66667
10 4.8 2.66667
10 5.2 2.44444
10 4.8 3.55556
10 6 2.77778
10 5.6 2.77778
10 3.8 1.33333
10 4.6 1.88889
10 5.2 3.11111
10 5.4 2.77778
10 5.2 2.11111
10 4 2.33333
10 6 2.77778
10 4.2 2
10 5.2 2.66667
10 4.2 1.44444
10 4.2 2.55556
10 4.4 2.88889
10 4.2 1.66667
10 4.2 2
10 4.8 2.55556
10 4.8 2.33333
10 4.2 1.77778
10 4.6 1.77778
10 5.2 2.33333
10 4.2 1.66667
10 4.4 2.44444
10 6 2.77778
10 5 2.33333
10 5.2 2
10 4.4 1.77778
10 4 2.55556
10 5 1.88889
10 4.4 2.33333
10 4.4 1.88889
10 4 1.55556
10 4.6 2
10 5.4 2.66667
10 4.8 2.11111
10 4 1.66667
10 4.8 2.88889
10 4.8 2.77778
10 4.4 2.22222
10 9 4.11111
10 9 4.11111
10 4.2 1.77778
10 5.4 2.66667
10 4.8 2.22222
10 4.2 1.77778
10 6.4 3.11111
10 4.8 2.55556
10 4.8 2.33333
10 5.6 2.55556
10 6.4 3.22222
10 4.8 2.22222
10 4.8 2.77778
10 4.6 3.22222
10 5.2 2.55556
10 4.8 3
10 5.4 2.66667
10 6.6 3.22222
10 6.4 2.88889
10 5.6 2.55556
10 5.6 3.33333
10 6.4 3.11111
10 6.4 3.11111
10 9 4.11111
10 5.4 2.33333
10 4.2 2.66667
10 4 1.44444
10 4.8 2.55556
10 4 2.44444
10 5.6 2.77778
10 9 4.11111
10 4.8 2.66667
10 5.4 2.44444
10 9 4.11111
10 4.8 2.22222
10 4.6 2.22222
10 4 1.66667
10 4.6 2.22222
10 4.8 2.55556
10 4.6 2.33333
10 4.8 2.77778
10 5.4 2.55556
10 4 1.77778
10 4.6 2
10 4.2 1.88889
10 4.4 2.44444
10 4.2 2.22222
10 4.6 2.11111
10 4.6 2.66667
10 5.6 3.55556
10 6 2.77778
10 4.8 2.22222
10 4.2 2.22222
10 4.2 1.55556
10 4.2 2.22222
10 4.2 1.55556
10 5.6 2.66667
10 5.2 2.66667
10 4.8 2.88889
10 4.2 2.44444
10 5.2 2.33333
10 4.6 2.11111
10 4.2 3.22222
10 5.4 2.77778
10 6.4 3
10 4.2 2
10 4.6 2.11111
10 4.4 2.88889
10 4.8 2.66667
10 5.2 2.66667
10 4.4 2.88889
10 4.8 2.33333
10 4.6 2
10 4.4 1.77778
10 7.6 3.55556
10 4.4 2
10 4.4 1.77778
10 4.2 1.77778
10 4.2 2.11111
10 5.8 2.77778
10 4.8 2.44444
10 4.8 2.44444
10 5.2 2.88889
10 4.8 3.11111
10 5.4 2.44444
10 4.8 2.55556
10 4.6 2.66667
10 5.2 3
10 4.2 1.88889
10 5.4 3
10 4.6 2.44444
10 4.8 2
10 4.4 1.88889
10 4.2 1.66667
10 4.8 2
11 4.72727 2.2
11 5.09091 2.5
11 5.45455 2.8
11 5.81818 3.8
11 6.36364 3.2
11 5.09091 2.8
11 4.18182 2.7
11 4.36364 1.9
11 4 2.1
11 4.54545 2
11 5.45455 3.1
11 4.54545 2.3
11 5.09091 2
11 6.18182 3.3
11 4.54545 2.1
11 5.45455 2.7
11 4.54545 2.2
11 5.63636 2.4
11 6.18182 2.8
11 4.90909 2.5
11 4.72727 1.9
11 5.09091 2.2
11 8.54545 3.9
11 4.72727 3
11 7.27273 3.3
11 4.18182 1.7
11 4.36364 1.9
11 7.27273 4.3
11 4.54545 1.8
11 5.45455 2.3
11 4.54545 2.6
11 6.36364 3.1
11 5.45455 3
11 4.36364 2.2
11 4.72727 2.1
11 4.90909 2.5
11 5.81818 3.7
11 4.90909 3.3
11 4.72727 2.7
11 5.09091 2.3
11 4.90909 3.4
11 4.72727 3.4
11 4.72727 3.1
11 4.72727 2.9
11 4.54545 2.7
11 4.72727 2.4
11 4.36364 2.7
11 4.72727 2.8
11 4.54545 2.3
11 4 2.7
11 4.72727 2.5
11 4.90909 2.7
11 5.81818 3.6
11 4.90909 2.8
11 4.54545 2.9
11 4.72727 2.5
11 4.90909 2.4
11 7.27273 3.2
11 4.36364 3
11 4.54545 1.8
11 7.45455 3.4
11 8.54545 3.9
11 5.09091 2.7
11 4.54545 2.1
11 5.45455 3
11 5.27273 2.6
11 4.72727 2.2
11 5.45455 2.9
11 4.72727 2.4
11 4 2.2
11 4.54545 2.2
11 5.81818 3.3
11 4.36364 2.1
11 4.90909 2.2
11 4.90909 2.5
11 5.63636 3.2
11 4.72727 2.8
11 5.45455 2.7
11 5.27273 2.8
11 5.27273 3
11 4.18182 2.3
11 5.63636 3
11 7.45455 3.8
11 4.90909 2.5
11 4.90909 2.8
11 4.54545 2.4
11 6.36364 2.8
11 4.54545 1.9
11 4.72727 2.2
11 5.81818 2.9
11 5.45455 3.3
11 4.18182 2.3
11 7.27273 4.3
11 5.09091 2.8
11 4.54545 2.7
11 4.72727 2.7
11 7.27273 3.5
11 6.18182 3.2
11 4.90909 2.3
11 4.90909 2.5
11 5.63636 2.9
11 5.27273 2.9
11 4.54545 1.8
11 4.36364 3.7
11 6.18182 3.9
11 5.63636 3.4
11 5.09091 2.5
11 5.45455 2.7
11 6.72727 4
11 6.36364 3.7
11 3.81818 1.7
11 7.45455 4
11 5.27273 3.5
11 4.72727 2.8
11 5.09091 3
11 4.90909 2.7
11 5.27273 2.9
11 4.36364 2.1
11 5.09091 2.2
11 4.90909 2
11 4.72727 3
11 6.36364 3.2
11 5.09091 2.1
11 4.36364 2.9
11 4.72727 2.3
11 4.72727 3.8
11 4.36364 1.7
11 4.72727 3.1
11 6.18182 2.9
11 5.45455 2.4
11 4.72727 2.2
11 6.36364 3.1
11 4.72727 3.4
11 4.18182 2.1
11 4.36364 2.2
11 4.72727 3
11 5.09091 2.3
11 7.27273 3.7
11 5.63636 3
11 5.45455 3.4
11 6.36364 2.6
11 4.72727 2
11 4.72727 2.2
11 5.45455 2.5
11 4.18182 2
11 5.27273 2.8
11 6.36364 3.4
11 4.72727 2.5
11 5.45455 4
11 4.90909 2.6
11 4.90909 2.2
11 7.27273 3.5
11 4.54545 2.1
11 5.09091 2.3
11 7.45455 3.4
11 4.18182 2.2
11 6.18182 2.7
11 5.27273 2.8
11 6.18182 2.9
11 5.45455 2.2
11 4 1.6
11 4.54545 2.2
11 5.27273 2.5
11 4.36364 1.9
11 7.27273 3.8
11 6.72727 3.4
11 4.72727 2.6
11 5.81818 2.9
11 4.54545 1.8
11 5.27273 2.5
11 5.63636 2.4
11 5.81818 3.8
11 4.36364 2.1
11 5.45455 2.8
11 4.72727 2.4
11 5.63636 2.4
11 6.18182 3.1
11 4.90909 3
11 4.18182 2
11 5.09091 2.6
11 5.45455 2.9
11 4.54545 2.3
11 4.72727 1.9
11 4.18182 3.1
11 5.09091 2.5
11 5.63636 2.8
11 4.72727 2.7
11 4.54545 2.4
11 4.72727 2.4
11 5.27273 2.6
11 4.18182 2.6
11 4.72727 2.1
11 6.18182 3
11 4.72727 2.4
11 4.72727 1.9
11 4.72727 2.1
11 6.18182 3
11 5.81818 2.6
11 4.36364 2.2
11 5.45455 2.9
11 4.72727 2.2
11 6.18182 3.3
11 5.45455 3
11 4.72727 2.6
11 5.09091 2.6
11 4.18182 1.8
11 6.36364 3.5
11 5.63636 3.2
11 4.36364 2.1
